id,occupancy_date,week_no,organization_name,shelter_name,shelter_city,facility_name,sector,occupancy,capacity
1257,13/01/2017,2,Christie Ossington Neighbourhood Centre,Christie Ossington Men's Hostel,Toronto,Christie Ossington Men's Hostel,Men,5,17
1258,13/01/2017,2,Christie Ossington Neighbourhood Centre,Christie Ossington Men's Hostel,Toronto,Christie Ossington Men's Hostel,Men,63,63
1259,13/01/2017,2,Christie Ossington Neighbourhood Centre,Christie Ossington Men's Hostel,Toronto,Christie Ossington South Hostel,Men,29,30
1260,13/01/2017,2,"Christie Refugee Welcome Centre, Inc.",Christie Refugee Welcome Centre,Toronto,Christie Refugee Welcome Centre,Families,69,76
1261,13/01/2017,2,City of Toronto,Birkdale Residence,Toronto,Birkdale Residence,Families,161,160
1262,13/01/2017,2,City of Toronto,Birkdale Residence,Toronto,Birkdale Residence Motel (Fam),Families,119,150
1263,13/01/2017,2,City of Toronto,Downsview Dells,Toronto,Downsview Dells 1651 Sheppard W,Men,23,28
1264,13/01/2017,2,City of Toronto,Family Residence,Toronto,Family Residence - AL site,Families,8,0
1265,13/01/2017,2,City of Toronto,Family Residence,Toronto,Family Residence - CoEd Building,Co-ed,12,40
1266,13/01/2017,2,City of Toronto,Family Residence,Toronto,Family Residence - GA Site,Families,0,0
1276,13/01/2017,2,City of Toronto,Family Residence,Toronto,Family Residence - Roycroft Site,Families,40,50
1277,13/01/2017,2,City of Toronto,Family Residence,Toronto,Family Residence - TO,Families,69,20
1278,13/01/2017,2,City of Toronto,Fort York Residence,Toronto,Fort York Res 38 Bathurst St.,Men,0,19
1279,13/01/2017,2,City of Toronto,Fort York Residence,Toronto,Fort York Res 38 Bathurst St.,Men,74,74
1280,13/01/2017,2,City of Toronto,Fort York Residence,Toronto,Fort York Res 38 Bathurst St.,Men,24,24
1281,13/01/2017,2,City of Toronto,Robertson House,Toronto,Robertson House,Families,113,90
1282,13/01/2017,2,City of Toronto,S2H Assessment and Referral Ctre,Toronto,COTA,Men,2,2
1283,13/01/2017,2,City of Toronto,S2H Assessment and Referral Ctre,Toronto,S2H Assessment and Referral Ctre,Co-ed,38,40
1284,13/01/2017,2,City of Toronto,Seaton House,Toronto,Seaton House - 339 George Street,Men,28,28
1285,13/01/2017,2,City of Toronto,Seaton House,Toronto,Seaton House - 339 George Street,Men,27,27
1286,13/01/2017,2,City of Toronto,Seaton House,Toronto,Seaton House - 339 George Street,Men,78,100
1287,13/01/2017,2,City of Toronto,Seaton House,Toronto,Seaton House - 339 George Street,Men,240,240
1288,13/01/2017,2,City of Toronto,Seaton House,Toronto,Seaton House - 339 George Street,Men,15,42
1289,13/01/2017,2,City of Toronto,Seaton House,Toronto,Seaton House - 339 George Street,Men,96,110
1290,13/01/2017,2,City of Toronto,Women's Residence,Toronto,Womens' Res - 63 Bellwoods Ave.,Women,8,10
1292,13/01/2017,2,City of Toronto,Women's Residence,Toronto,Womens' Res - 674 Dundas St. W,Women,12,13
1293,13/01/2017,2,City of Toronto,Women's Residence,Toronto,Womens' Res - 674 Dundas St. W,Women,101,103
1294,13/01/2017,2,Cornerstone Place,Cornerstone Place,Toronto,Cornerstone 616 Vaughan Rd.,Men,50,50
1295,13/01/2017,2,Covenant House Toronto,Covenant House,Toronto,Covenant House-20 Gerrard St. E.,Youth,1,2
1296,13/01/2017,2,Covenant House Toronto,Covenant House,Toronto,Covenant House-20 Gerrard St. E.,Youth,92,94
1297,13/01/2017,2,Covenant House Toronto,Covenant House,Toronto,Covenant House-21 McGill Street,Youth,28,28
1298,13/01/2017,2,Dixon Hall,Dixon Hall - Heyworth House,Toronto,Dixon Hall - Heyworth House,Co-ed,9,9
1299,13/01/2017,2,Dixon Hall,Dixon Hall - Heyworth House,Toronto,Dixon Hall - Heyworth House,Co-ed,72,74
1300,13/01/2017,2,Dixon Hall,Dixon Hall - Schoolhouse,Toronto,Dixon Hall-School House,Men,44,44
1301,13/01/2017,2,Eva's Initiatives,Eva's Phoenix,Toronto,Eva's Phoenix,Youth,48,50
1302,13/01/2017,2,Eva's Initiatives,Eva's Place,North York,Eva's Place,Youth,40,40
1303,13/01/2017,2,Eva's Initiatives,Eva's Satellite,North York,Eva's Satellite,Youth,31,32
1304,13/01/2017,2,Eva's Initiatives,Eva's Satellite,North York,Eva's Satellite,Youth,1,1
1305,13/01/2017,2,Fife House Foundation,Fife House Transitional Program,Toronto,Fife House - Denison Program,Co-ed,5,5
1306,13/01/2017,2,Fife House Foundation,Fife House Transitional Program,Toronto,Fife-Sherbourne Transitional Pgm,Co-ed,8,11
1307,13/01/2017,2,Fred Victor Centre,FV Women's Transition to Housing,Toronto,Fred Victor 389 Church Street,Women,22,23
1308,13/01/2017,2,Fred Victor Centre,FV Women's Transition to Housing,Toronto,Fred Victor T2H 386 Dundas St. E,Women,36,37
1309,13/01/2017,2,Fred Victor Centre,Fred Victor Women's Hostel,Toronto,FV Women's Hostel 86 Lombard,Women,4,4
1310,13/01/2017,2,Fred Victor Centre,Fred Victor Women's Hostel,Toronto,FV Women's Hostel 86 Lombard,Women,40,42
1311,13/01/2017,2,Fred Victor Centre,"Fred Victor, BUS",Toronto,Fred Victor BUS - 1161 Caledonia,Co-ed,10,10
1312,13/01/2017,2,Fred Victor Centre,"Fred Victor, BUS",Toronto,Fred Victor BUS - 1161 Caledonia,Co-ed,60,60
1313,13/01/2017,2,Good Shepherd Ministries,Good Shepherd Centre,Toronto,Barrett House,Men,5,5
1314,13/01/2017,2,Good Shepherd Ministries,Good Shepherd Centre,Toronto,Good Shepherd Centre,Men,68,70
1315,13/01/2017,2,Good Shepherd Ministries,Good Shepherd Centre,Toronto,Good Shepherd Centre,Men,23,25
1316,13/01/2017,2,Homes First Society,HFS - Kennedy Shelter,Toronto,HFS - 702 Kennedy Shelter,Women,47,60
1317,13/01/2017,2,Homes First Society,HFS - Savard's Womens' Shelter,Toronto,HFS - Savard's Womens' Shelter,Women,28,30
1318,13/01/2017,2,Homes First Society,HFS - Scarborough Shelter,Scarborough,HFS - Scarborough Shelter,Co-ed,67,67
1319,13/01/2017,2,Homes First Society,HFS - Strachan House,Toronto,HFS - Strachan House,Co-ed,4,5
1320,13/01/2017,2,Homes First Society,HFS - Strachan House,Toronto,HFS - Strachan House,Co-ed,82,83
1321,13/01/2017,2,Horizon for Youth,Horizons for Youth,Toronto,Horizons for Youth,Youth,45,45
1322,13/01/2017,2,Kennedy House Youth Services,Kennedy House Youth shelter,Toronto,Kennedy House Youth Shelter,Youth,33,33
1323,13/01/2017,2,Na-Me-Res (Native Men's Residence),Na-Me-Res,Toronto,Na-Me-Res 14 Vaughan Road,Men,71,71
1324,13/01/2017,2,Na-Me-Res (Native Men's Residence),Na-Me-Res,Toronto,Sagatay 26 Vaughan Road,Men,18,20
1325,13/01/2017,2,Native Child & Family Services Toronto,Eagles Nest Transition House,Toronto,Eagle's Nest Transistion House,Youth,10,12
1326,13/01/2017,2,Second Base (Scarborough) Youth Shelter,Second Base Youth Shelter,Scarborough,Second Base Youth Shelter,Youth,0,0
1327,13/01/2017,2,Second Base (Scarborough) Youth Shelter,Second Base Youth Shelter,Scarborough,Second Base Youth Shelter,Youth,0,0
1328,13/01/2017,2,Society of St.Vincent De Paul,SVDP - Amelie House,Toronto,SVDP - Amelie House,Women,20,20
1329,13/01/2017,2,Society of St.Vincent De Paul,SVDP - Elisa House,Toronto,SVDP - Elisa House,Women,40,40
1330,13/01/2017,2,Society of St.Vincent De Paul,SVDP - Mary's Home,Toronto,SVDP - Mary's Home,Women,6,6
1331,13/01/2017,2,Society of St.Vincent De Paul,SVDP - Mary's Home,Toronto,SVDP - Mary's Home,Women,38,38
1332,13/01/2017,2,Society of St.Vincent De Paul,SVDP - St. Clare's Residence,Toronto,SVDP - St. Clare's Residence,Women,30,30
1333,13/01/2017,2,St. Simon's Shelter Inc.,St. Simon's Shelter,Toronto,St.Simon's 525 Bloor Street East,Men,5,5
1334,13/01/2017,2,St. Simon's Shelter Inc.,St. Simon's Shelter,Toronto,St.Simon's 525 Bloor Street East,Men,56,57
1335,13/01/2017,2,Street Haven At The Crossroads,Street Haven,Toronto,Street Haven - 87 Pembroke St,Women,46,46
1336,13/01/2017,2,Street Haven At The Crossroads,Street Haven,Toronto,Street Haven - 87 Pembroke St,Women,4,4
1338,13/01/2017,2,The MUC Shelter Corporation,Sojourn House,Toronto,Sojourn House,Families,89,76
1339,13/01/2017,2,The MUC Shelter Corporation,Sojourn House,Toronto,Sojourn House(Singles),Co-ed,77,77
1340,13/01/2017,2,The Salvation Army of Canada,Salvation Army - Evangeline Res,Toronto,S.A. Evangeline Residence,Women,8,9
1341,13/01/2017,2,The Salvation Army of Canada,Salvation Army - Evangeline Res,Toronto,S.A. Evangeline Residence,Women,89,90
1342,13/01/2017,2,The Salvation Army of Canada,Salvation Army - Florence Booth,Toronto,Florence Booth - 723 Queen St. W,Women,3,4
1343,13/01/2017,2,The Salvation Army of Canada,Salvation Army - Florence Booth,Toronto,Florence Booth - 723 Queen St. W,Women,60,60
1344,13/01/2017,2,The Salvation Army of Canada,Salvation Army - Gateway,Toronto,S.A. Gateway - 107 Jarvis Street,Men,12,12
1345,13/01/2017,2,The Salvation Army of Canada,Salvation Army - Gateway,Toronto,S.A. Gateway - 107 Jarvis Street,Men,108,108
1346,13/01/2017,2,The Salvation Army of Canada,Salvation Army - Hope,Toronto,S.A. Hope - 167 College St,Men,0,0
1347,13/01/2017,2,The Salvation Army of Canada,Salvation Army - Hope,Toronto,S.A. Hope - 167 College St,Men,0,0
1348,13/01/2017,2,The Salvation Army of Canada,Salvation Army - Maxwell Meighen,Toronto,S.A. Maxwell Meighen Centre,Men,44,45
1349,13/01/2017,2,The Salvation Army of Canada,Salvation Army - Maxwell Meighen,Toronto,S.A. Maxwell Meighen Centre,Men,16,18
1350,13/01/2017,2,The Salvation Army of Canada,Salvation Army - Maxwell Meighen,Toronto,S.A. Maxwell Meighen Centre,Men,261,270
1351,13/01/2017,2,The Salvation Army of Canada,Salvation Army - Maxwell Meighen,Toronto,S.A. Maxwell Meighen Centre,Men,10,10
1352,13/01/2017,2,The Scott Mission Inc.,Scott Mission Men's Ministry,Toronto,Scott Mission - 502 Spadina Ave,Men,19,19
1353,13/01/2017,2,The Scott Mission Inc.,Scott Mission Men's Ministry,Toronto,Scott Mission - 502 Spadina Ave,Men,53,53
1354,13/01/2017,2,Toronto Community Hostel,Toronto Community Hostel,Toronto,Tor. Comm. Hostel 191 Spadina Rd,Families,28,24
1355,13/01/2017,2,Turning Point Youth Services,Turning Point Youth Services,Toronto,Turning Point Youth Services,Youth,34,35
1356,13/01/2017,2,University Settlement,Univ Settlement House - OOTC,Toronto,U. Settlement OOTC-23 Grange Rd,Co-ed,75,75
1357,13/01/2017,2,University Settlement,Univ Settlement House - OOTC,Toronto,U. Settlement OOTC-23 Grange Rd,Co-ed,10,10
1358,13/01/2017,2,Woodgreen Red Door Family Shelter,Red Door Queen Street,Toronto,Red Door - 1430 Gerrad St E,Families,0,100
1359,13/01/2017,2,YMCA of Greater Toronto,YMCA House,Toronto,Yhouse - Vanauley,Youth,40,40
1360,13/01/2017,2,YMCA of Greater Toronto,YMCA Sprott House,Toronto,YMCA Sprott House Walmer Rd,Youth,23,25
1361,13/01/2017,2,YWCA Toronto,YWCA - Beatrice House,Toronto,YWCA - Beatrice House,Families,0,0
1362,13/01/2017,2,YWCA Toronto,YWCA - First Stop Woodlawn,Toronto,YWCA-80 Woodlawn Av. E.-Women,Women,28,28
1363,13/01/2017,2,YWCA Toronto,YWCA - First Stop Woodlawn,Toronto,YWCA-80 Woodlawn Ave. E.-Youth,Youth,28,28
1364,13/01/2017,2,Youth Without Shelter,Youth Without Shelter,Etobicoke,Youth w/o Shelter Emerg Shelter,Youth,33,33
1365,13/01/2017,2,Youth Without Shelter,Youth Without Shelter,Etobicoke,Youth w/o Shltr Transitional Res,Youth,20,20
1337,14/01/2017,2,City of Toronto,Family Residence,Toronto,Family Residence - Roycroft Site,Families,40,50
1366,14/01/2017,2,COSTI Immigrant Services,COSTI Reception Centre,Toronto,COSTI Reception Centre,Co-ed,16,16
1367,14/01/2017,2,Christie Ossington Neighbourhood Centre,Christie Ossington Men's Hostel,Toronto,Christie Ossington Men's Hostel,Men,5,17
1368,14/01/2017,2,Christie Ossington Neighbourhood Centre,Christie Ossington Men's Hostel,Toronto,Christie Ossington Men's Hostel,Men,63,63
1369,14/01/2017,2,Christie Ossington Neighbourhood Centre,Christie Ossington Men's Hostel,Toronto,Christie Ossington South Hostel,Men,30,30
1370,14/01/2017,2,"Christie Refugee Welcome Centre, Inc.",Christie Refugee Welcome Centre,Toronto,Christie Refugee Welcome Centre,Families,69,76
1371,14/01/2017,2,City of Toronto,Birchmount Residence,Toronto,Birchmount Res 1673 Kingston Rd,Men,58,60
1372,14/01/2017,2,City of Toronto,Birkdale Residence,Toronto,Birkdale Residence,Families,168,160
1373,14/01/2017,2,City of Toronto,Birkdale Residence,Toronto,Birkdale Residence Motel (Fam),Families,119,150
1374,14/01/2017,2,City of Toronto,Downsview Dells,Toronto,Downsview Dells 1651 Sheppard W,Men,25,28
1375,14/01/2017,2,City of Toronto,Family Residence,Toronto,Family Residence - AL site,Families,8,0
1376,14/01/2017,2,City of Toronto,Family Residence,Toronto,Family Residence - CoEd Building,Co-ed,12,40
1377,14/01/2017,2,City of Toronto,Family Residence,Toronto,Family Residence - GA Site,Families,0,0
1378,14/01/2017,2,City of Toronto,Family Residence,Toronto,Family Residence - ID Site,Families,0,0
1379,14/01/2017,2,City of Toronto,Family Residence,Toronto,Family Residence - LI Site,Families,182,252
1380,14/01/2017,2,City of Toronto,Family Residence,Toronto,Family Residence - MA Site,Families,25,48
1381,14/01/2017,2,City of Toronto,Family Residence,Toronto,Family Residence - Main Building,Families,154,110
1382,14/01/2017,2,City of Toronto,Family Residence,Toronto,Family Residence - TO,Families,69,20
1383,14/01/2017,2,City of Toronto,Fort York Residence,Toronto,Fort York Res 38 Bathurst St.,Men,0,19
1384,14/01/2017,2,City of Toronto,Fort York Residence,Toronto,Fort York Res 38 Bathurst St.,Men,74,74
1385,14/01/2017,2,City of Toronto,Fort York Residence,Toronto,Fort York Res 38 Bathurst St.,Men,24,24
1386,14/01/2017,2,City of Toronto,Robertson House,Toronto,Robertson House,Families,113,90
1387,14/01/2017,2,City of Toronto,S2H Assessment and Referral Ctre,Toronto,COTA,Men,2,2
1388,14/01/2017,2,City of Toronto,S2H Assessment and Referral Ctre,Toronto,S2H Assessment and Referral Ctre,Co-ed,38,40
1389,14/01/2017,2,City of Toronto,Seaton House,Toronto,Seaton House - 339 George Street,Men,28,28
1390,14/01/2017,2,City of Toronto,Seaton House,Toronto,Seaton House - 339 George Street,Men,27,27
1391,14/01/2017,2,City of Toronto,Seaton House,Toronto,Seaton House - 339 George Street,Men,78,100
1392,14/01/2017,2,City of Toronto,Seaton House,Toronto,Seaton House - 339 George Street,Men,236,240
1393,14/01/2017,2,City of Toronto,Seaton House,Toronto,Seaton House - 339 George Street,Men,18,42
1394,14/01/2017,2,City of Toronto,Seaton House,Toronto,Seaton House - 339 George Street,Men,96,110
1395,14/01/2017,2,City of Toronto,Women's Residence,Toronto,Womens' Res - 63 Bellwoods Ave.,Women,8,10
1396,14/01/2017,2,City of Toronto,Women's Residence,Toronto,Womens' Res - 674 Dundas St. W,Women,12,13
1397,14/01/2017,2,City of Toronto,Women's Residence,Toronto,Womens' Res - 674 Dundas St. W,Women,98,103
1398,14/01/2017,2,Cornerstone Place,Cornerstone Place,Toronto,Cornerstone 616 Vaughan Rd.,Men,49,50
1399,14/01/2017,2,Covenant House Toronto,Covenant House,Toronto,Covenant House-20 Gerrard St. E.,Youth,1,2
1400,14/01/2017,2,Covenant House Toronto,Covenant House,Toronto,Covenant House-20 Gerrard St. E.,Youth,92,94
1401,14/01/2017,2,Covenant House Toronto,Covenant House,Toronto,Covenant House-21 McGill Street,Youth,28,28
1402,14/01/2017,2,Dixon Hall,Dixon Hall - Heyworth House,Toronto,Dixon Hall - Heyworth House,Co-ed,9,9
1403,14/01/2017,2,Dixon Hall,Dixon Hall - Heyworth House,Toronto,Dixon Hall - Heyworth House,Co-ed,72,74
1404,14/01/2017,2,Dixon Hall,Dixon Hall - Schoolhouse,Toronto,Dixon Hall-School House,Men,44,44
1405,14/01/2017,2,Eva's Initiatives,Eva's Phoenix,Toronto,Eva's Phoenix,Youth,48,50
1406,14/01/2017,2,Eva's Initiatives,Eva's Place,North York,Eva's Place,Youth,38,40
1407,14/01/2017,2,Eva's Initiatives,Eva's Satellite,North York,Eva's Satellite,Youth,32,32
1408,14/01/2017,2,Eva's Initiatives,Eva's Satellite,North York,Eva's Satellite,Youth,1,1
1409,14/01/2017,2,Fife House Foundation,Fife House Transitional Program,Toronto,Fife House - Denison Program,Co-ed,5,5
1410,14/01/2017,2,Fife House Foundation,Fife House Transitional Program,Toronto,Fife-Sherbourne Transitional Pgm,Co-ed,8,11
1411,14/01/2017,2,Fred Victor Centre,FV Women's Transition to Housing,Toronto,Fred Victor 389 Church Street,Women,22,23
1412,14/01/2017,2,Na-Me-Res (Native Men's Residence),Na-Me-Res,Toronto,Na-Me-Res 14 Vaughan Road,Men,71,71
1413,14/01/2017,2,Fred Victor Centre,FV Women's Transition to Housing,Toronto,Fred Victor T2H 386 Dundas St. E,Women,36,37
1414,14/01/2017,2,Fred Victor Centre,Fred Victor Women's Hostel,Toronto,FV Women's Hostel 86 Lombard,Women,4,4
1415,14/01/2017,2,Fred Victor Centre,Fred Victor Women's Hostel,Toronto,FV Women's Hostel 86 Lombard,Women,40,42
1416,14/01/2017,2,Fred Victor Centre,"Fred Victor, BUS",Toronto,Fred Victor BUS - 1161 Caledonia,Co-ed,10,10
1417,14/01/2017,2,Fred Victor Centre,"Fred Victor, BUS",Toronto,Fred Victor BUS - 1161 Caledonia,Co-ed,60,60
1418,14/01/2017,2,Good Shepherd Ministries,Good Shepherd Centre,Toronto,Barrett House,Men,5,5
1419,14/01/2017,2,Good Shepherd Ministries,Good Shepherd Centre,Toronto,Good Shepherd Centre,Men,70,70
1420,14/01/2017,2,Good Shepherd Ministries,Good Shepherd Centre,Toronto,Good Shepherd Centre,Men,24,25
1421,14/01/2017,2,Homes First Society,HFS - Kennedy Shelter,Toronto,HFS - 702 Kennedy Shelter,Women,43,60
1422,14/01/2017,2,Homes First Society,HFS - Savard's Womens' Shelter,Toronto,HFS - Savard's Womens' Shelter,Women,30,30
1423,14/01/2017,2,Homes First Society,HFS - Scarborough Shelter,Scarborough,HFS - Scarborough Shelter,Co-ed,67,67
1424,14/01/2017,2,Homes First Society,HFS - Strachan House,Toronto,HFS - Strachan House,Co-ed,4,5
1425,14/01/2017,2,Homes First Society,HFS - Strachan House,Toronto,HFS - Strachan House,Co-ed,82,83
1426,14/01/2017,2,Horizon for Youth,Horizons for Youth,Toronto,Horizons for Youth,Youth,44,45
1427,14/01/2017,2,Kennedy House Youth Services,Kennedy House Youth shelter,Toronto,Kennedy House Youth Shelter,Youth,29,33
1428,14/01/2017,2,Na-Me-Res (Native Men's Residence),Na-Me-Res,Toronto,Sagatay 26 Vaughan Road,Men,20,20
1429,14/01/2017,2,Native Child & Family Services Toronto,Eagles Nest Transition House,Toronto,Eagle's Nest Transistion House,Youth,10,12
1430,14/01/2017,2,Second Base (Scarborough) Youth Shelter,Second Base Youth Shelter,Scarborough,Second Base Youth Shelter,Youth,0,0
1431,14/01/2017,2,Second Base (Scarborough) Youth Shelter,Second Base Youth Shelter,Scarborough,Second Base Youth Shelter,Youth,0,0
1432,14/01/2017,2,Society of St.Vincent De Paul,SVDP - Amelie House,Toronto,SVDP - Amelie House,Women,20,20
1433,14/01/2017,2,Society of St.Vincent De Paul,SVDP - Elisa House,Toronto,SVDP - Elisa House,Women,39,40
1434,14/01/2017,2,Society of St.Vincent De Paul,SVDP - Mary's Home,Toronto,SVDP - Mary's Home,Women,6,6
1435,14/01/2017,2,Society of St.Vincent De Paul,SVDP - Mary's Home,Toronto,SVDP - Mary's Home,Women,38,38
1436,14/01/2017,2,Society of St.Vincent De Paul,SVDP - St. Clare's Residence,Toronto,SVDP - St. Clare's Residence,Women,30,30
1437,14/01/2017,2,St. Simon's Shelter Inc.,St. Simon's Shelter,Toronto,St.Simon's 525 Bloor Street East,Men,5,5
1438,14/01/2017,2,St. Simon's Shelter Inc.,St. Simon's Shelter,Toronto,St.Simon's 525 Bloor Street East,Men,57,57
1439,14/01/2017,2,Street Haven At The Crossroads,Street Haven,Toronto,Street Haven - 87 Pembroke St,Women,46,46
1440,14/01/2017,2,Street Haven At The Crossroads,Street Haven,Toronto,Street Haven - 87 Pembroke St,Women,4,4
1441,14/01/2017,2,The MUC Shelter Corporation,Sojourn House,Toronto,Sojourn House,Families,89,76
1443,14/01/2017,2,The MUC Shelter Corporation,Sojourn House,Toronto,Sojourn House(Singles),Co-ed,76,77
1444,14/01/2017,2,The Salvation Army of Canada,Salvation Army - Evangeline Res,Toronto,S.A. Evangeline Residence,Women,8,9
1445,14/01/2017,2,The Salvation Army of Canada,Salvation Army - Evangeline Res,Toronto,S.A. Evangeline Residence,Women,90,90
1446,14/01/2017,2,The Salvation Army of Canada,Salvation Army - Florence Booth,Toronto,Florence Booth - 723 Queen St. W,Women,3,4
1447,14/01/2017,2,The Salvation Army of Canada,Salvation Army - Florence Booth,Toronto,Florence Booth - 723 Queen St. W,Women,57,60
1448,14/01/2017,2,The Salvation Army of Canada,Salvation Army - Gateway,Toronto,S.A. Gateway - 107 Jarvis Street,Men,12,12
1449,14/01/2017,2,The Salvation Army of Canada,Salvation Army - Gateway,Toronto,S.A. Gateway - 107 Jarvis Street,Men,108,108
1450,14/01/2017,2,The Salvation Army of Canada,Salvation Army - Hope,Toronto,S.A. Hope - 167 College St,Men,0,0
1451,14/01/2017,2,The Salvation Army of Canada,Salvation Army - Hope,Toronto,S.A. Hope - 167 College St,Men,0,0
1452,14/01/2017,2,The Salvation Army of Canada,Salvation Army - Maxwell Meighen,Toronto,S.A. Maxwell Meighen Centre,Men,44,45
1453,14/01/2017,2,The Salvation Army of Canada,Salvation Army - Maxwell Meighen,Toronto,S.A. Maxwell Meighen Centre,Men,18,18
1454,14/01/2017,2,The Salvation Army of Canada,Salvation Army - Maxwell Meighen,Toronto,S.A. Maxwell Meighen Centre,Men,269,270
1455,14/01/2017,2,The Salvation Army of Canada,Salvation Army - Maxwell Meighen,Toronto,S.A. Maxwell Meighen Centre,Men,10,10
1456,14/01/2017,2,The Scott Mission Inc.,Scott Mission Men's Ministry,Toronto,Scott Mission - 502 Spadina Ave,Men,19,19
1457,14/01/2017,2,The Scott Mission Inc.,Scott Mission Men's Ministry,Toronto,Scott Mission - 502 Spadina Ave,Men,53,53
1458,14/01/2017,2,Toronto Community Hostel,Toronto Community Hostel,Toronto,Tor. Comm. Hostel 191 Spadina Rd,Families,27,24
1459,14/01/2017,2,Turning Point Youth Services,Turning Point Youth Services,Toronto,Turning Point Youth Services,Youth,35,35
1460,14/01/2017,2,University Settlement,Univ Settlement House - OOTC,Toronto,U. Settlement OOTC-23 Grange Rd,Co-ed,75,75
1461,14/01/2017,2,University Settlement,Univ Settlement House - OOTC,Toronto,U. Settlement OOTC-23 Grange Rd,Co-ed,10,10
1462,14/01/2017,2,Woodgreen Red Door Family Shelter,Red Door Queen Street,Toronto,Red Door - 1430 Gerrad St E,Families,0,100
1463,14/01/2017,2,YMCA of Greater Toronto,YMCA House,Toronto,Yhouse - Vanauley,Youth,40,40
1464,14/01/2017,2,YMCA of Greater Toronto,YMCA Sprott House,Toronto,YMCA Sprott House Walmer Rd,Youth,23,25
1465,14/01/2017,2,YWCA Toronto,YWCA - Beatrice House,Toronto,YWCA - Beatrice House,Families,0,0
1466,14/01/2017,2,YWCA Toronto,YWCA - First Stop Woodlawn,Toronto,YWCA-80 Woodlawn Av. E.-Women,Women,28,28
1467,14/01/2017,2,YWCA Toronto,YWCA - First Stop Woodlawn,Toronto,YWCA-80 Woodlawn Ave. E.-Youth,Youth,27,28
1468,14/01/2017,2,Youth Without Shelter,Youth Without Shelter,Etobicoke,Youth w/o Shelter Emerg Shelter,Youth,32,33
1469,14/01/2017,2,Youth Without Shelter,Youth Without Shelter,Etobicoke,Youth w/o Shltr Transitional Res,Youth,20,20
1267,15/01/2017,3,Good Shepherd Ministries,Good Shepherd Centre,Toronto,Good Shepherd Centre,Men,24,25
1268,15/01/2017,3,Homes First Society,HFS - Kennedy Shelter,Toronto,HFS - 702 Kennedy Shelter,Women,44,60
1269,15/01/2017,3,Homes First Society,HFS - Savard's Womens' Shelter,Toronto,HFS - Savard's Womens' Shelter,Women,30,30
1270,15/01/2017,3,Homes First Society,HFS - Scarborough Shelter,Scarborough,HFS - Scarborough Shelter,Co-ed,67,67
1271,15/01/2017,3,Homes First Society,HFS - Strachan House,Toronto,HFS - Strachan House,Co-ed,4,5
1272,15/01/2017,3,Homes First Society,HFS - Strachan House,Toronto,HFS - Strachan House,Co-ed,82,83
1273,15/01/2017,3,Horizon for Youth,Horizons for Youth,Toronto,Horizons for Youth,Youth,45,45
1274,15/01/2017,3,Kennedy House Youth Services,Kennedy House Youth shelter,Toronto,Kennedy House Youth Shelter,Youth,32,33
1275,15/01/2017,3,Na-Me-Res (Native Men's Residence),Na-Me-Res,Toronto,Na-Me-Res 14 Vaughan Road,Men,70,71
1442,15/01/2017,3,Na-Me-Res (Native Men's Residence),Na-Me-Res,Toronto,Sagatay 26 Vaughan Road,Men,20,20
1470,15/01/2017,3,COSTI Immigrant Services,COSTI Reception Centre,Toronto,COSTI Reception Centre,Co-ed,16,16
1471,15/01/2017,3,Christie Ossington Neighbourhood Centre,Christie Ossington Men's Hostel,Toronto,Christie Ossington Men's Hostel,Men,5,17
1472,15/01/2017,3,Christie Ossington Neighbourhood Centre,Christie Ossington Men's Hostel,Toronto,Christie Ossington Men's Hostel,Men,63,63
1473,15/01/2017,3,Christie Ossington Neighbourhood Centre,Christie Ossington Men's Hostel,Toronto,Christie Ossington South Hostel,Men,30,30
1474,15/01/2017,3,"Christie Refugee Welcome Centre, Inc.",Christie Refugee Welcome Centre,Toronto,Christie Refugee Welcome Centre,Families,69,76
1475,15/01/2017,3,City of Toronto,Birchmount Residence,Toronto,Birchmount Res 1673 Kingston Rd,Men,58,60
1476,15/01/2017,3,City of Toronto,Birkdale Residence,Toronto,Birkdale Residence,Families,169,160
1477,15/01/2017,3,City of Toronto,Birkdale Residence,Toronto,Birkdale Residence Motel (Fam),Families,119,150
1478,15/01/2017,3,City of Toronto,Downsview Dells,Toronto,Downsview Dells 1651 Sheppard W,Men,26,28
1479,15/01/2017,3,City of Toronto,Family Residence,Toronto,Family Residence - AL site,Families,8,0
1480,15/01/2017,3,City of Toronto,Family Residence,Toronto,Family Residence - CoEd Building,Co-ed,12,40
1481,15/01/2017,3,City of Toronto,Family Residence,Toronto,Family Residence - GA Site,Families,0,0
1482,15/01/2017,3,City of Toronto,Family Residence,Toronto,Family Residence - ID Site,Families,0,0
1483,15/01/2017,3,City of Toronto,Family Residence,Toronto,Family Residence - LI Site,Families,186,252
1484,15/01/2017,3,City of Toronto,Family Residence,Toronto,Family Residence - MA Site,Families,25,48
1485,15/01/2017,3,City of Toronto,Family Residence,Toronto,Family Residence - Main Building,Families,150,110
1486,15/01/2017,3,City of Toronto,Family Residence,Toronto,Family Residence - Roycroft Site,Families,40,50
1487,15/01/2017,3,City of Toronto,Family Residence,Toronto,Family Residence - TO,Families,69,20
1488,15/01/2017,3,City of Toronto,Fort York Residence,Toronto,Fort York Res 38 Bathurst St.,Men,0,19
1489,15/01/2017,3,City of Toronto,Fort York Residence,Toronto,Fort York Res 38 Bathurst St.,Men,74,74
