id,occupancy_date,week_no,organization_name,shelter_name,shelter_city,facility_name,sector,occupancy,capacity
11053,15/04/2017,15,Fred Victor Centre,"Fred Victor, BUS",Toronto,Fred Victor BUS - 1161 Caledonia,Co-ed,10,10
11054,15/04/2017,15,Fred Victor Centre,"Fred Victor, BUS",Toronto,Fred Victor BUS - 1161 Caledonia,Co-ed,60,60
11055,15/04/2017,15,Good Shepherd Ministries,Good Shepherd Centre,Toronto,Barrett House,Men,5,5
11056,15/04/2017,15,Good Shepherd Ministries,Good Shepherd Centre,Toronto,Good Shepherd Centre,Men,70,70
11057,15/04/2017,15,Good Shepherd Ministries,Good Shepherd Centre,Toronto,Good Shepherd Centre,Men,22,25
11058,15/04/2017,15,Homes First Society,HFS - Kennedy Shelter,Toronto,HFS - 702 Kennedy Shelter,Women,58,60
11059,15/04/2017,15,Homes First Society,HFS - Savard's Womens' Shelter,Toronto,HFS - Savard's Womens' Shelter,Women,27,30
11060,15/04/2017,15,Homes First Society,HFS - Scarborough Shelter,Scarborough,HFS - Scarborough Shelter,Co-ed,66,67
11061,15/04/2017,15,Homes First Society,HFS - Strachan House,Toronto,HFS - Strachan House,Co-ed,4,5
11062,15/04/2017,15,Homes First Society,HFS - Strachan House,Toronto,HFS - Strachan House,Co-ed,78,83
11063,15/04/2017,15,Horizon for Youth,Horizons for Youth,Toronto,Horizons for Youth,Youth,44,45
11064,15/04/2017,15,Kennedy House Youth Services,Kennedy House Youth shelter,Toronto,Kennedy House Youth Shelter,Youth,32,33
11065,15/04/2017,15,Na-Me-Res (Native Men's Residence),Na-Me-Res,Toronto,Na-Me-Res 14 Vaughan Road,Men,69,71
11066,15/04/2017,15,Na-Me-Res (Native Men's Residence),Na-Me-Res,Toronto,Sagatay 26 Vaughan Road,Men,20,20
11067,15/04/2017,15,Native Child & Family Services Toronto,Eagles Nest Transition House,Toronto,Eagle's Nest Transistion House,Youth,11,12
11068,15/04/2017,15,Second Base (Scarborough) Youth Shelter,Second Base Youth Shelter,Scarborough,Second Base Youth Shelter,Youth,0,0
11069,15/04/2017,15,Second Base (Scarborough) Youth Shelter,Second Base Youth Shelter,Scarborough,Second Base Youth Shelter,Youth,0,0
11070,15/04/2017,15,Society of St.Vincent De Paul,SVDP - Amelie House,Toronto,SVDP - Amelie House,Women,20,20
11071,15/04/2017,15,Society of St.Vincent De Paul,SVDP - Elisa House,Toronto,SVDP - Elisa House,Women,40,40
11072,15/04/2017,15,Society of St.Vincent De Paul,SVDP - Mary's Home,Toronto,SVDP - Mary's Home,Women,6,6
11073,15/04/2017,15,Society of St.Vincent De Paul,SVDP - Mary's Home,Toronto,SVDP - Mary's Home,Women,38,38
11074,15/04/2017,15,Society of St.Vincent De Paul,SVDP - St. Clare's Residence,Toronto,SVDP - St. Clare's Residence,Women,30,30
11075,15/04/2017,15,St. Simon's Shelter Inc.,St. Simon's Shelter,Toronto,St.Simon's 525 Bloor Street East,Men,5,5
11076,15/04/2017,15,St. Simon's Shelter Inc.,St. Simon's Shelter,Toronto,St.Simon's 525 Bloor Street East,Men,57,57
11077,15/04/2017,15,Street Haven At The Crossroads,Street Haven,Toronto,Street Haven - 87 Pembroke St,Women,46,46
11078,15/04/2017,15,Street Haven At The Crossroads,Street Haven,Toronto,Street Haven - 87 Pembroke St,Women,4,4
11079,15/04/2017,15,The MUC Shelter Corporation,Sojourn House,Toronto,Sojourn House,Families,90,76
11080,15/04/2017,15,The MUC Shelter Corporation,Sojourn House,Toronto,Sojourn House(Singles),Co-ed,77,77
11082,15/04/2017,15,The MUC Shelter Corporation,Sojourn House - Queens Drive,Toronto,Sojourn House - Queens Drive,Men,36,36
11083,15/04/2017,15,The Salvation Army of Canada,Salvation Army - Evangeline Res,Toronto,S.A. Evangeline Residence,Women,8,9
11084,15/04/2017,15,The Salvation Army of Canada,Salvation Army - Evangeline Res,Toronto,S.A. Evangeline Residence,Women,90,90
11086,15/04/2017,15,The Salvation Army of Canada,Salvation Army - Florence Booth,Toronto,Florence Booth - 723 Queen St. W,Women,4,4
11087,15/04/2017,15,The Salvation Army of Canada,Salvation Army - Florence Booth,Toronto,Florence Booth - 723 Queen St. W,Women,59,60
11088,15/04/2017,15,The Salvation Army of Canada,Salvation Army - Gateway,Toronto,S.A. Gateway - 107 Jarvis Street,Men,12,12
11089,15/04/2017,15,The Salvation Army of Canada,Salvation Army - Gateway,Toronto,S.A. Gateway - 107 Jarvis Street,Men,108,108
11090,15/04/2017,15,The Salvation Army of Canada,Salvation Army - Hope,Toronto,S.A. Hope - 167 College St,Men,0,0
11091,15/04/2017,15,The Salvation Army of Canada,Salvation Army - Hope,Toronto,S.A. Hope - 167 College St,Men,0,0
11092,15/04/2017,15,The Salvation Army of Canada,Salvation Army - Maxwell Meighen,Toronto,S.A. Maxwell Meighen Centre,Men,45,45
11093,15/04/2017,15,The Salvation Army of Canada,Salvation Army - Maxwell Meighen,Toronto,S.A. Maxwell Meighen Centre,Men,18,18
11094,15/04/2017,15,The Salvation Army of Canada,Salvation Army - Maxwell Meighen,Toronto,S.A. Maxwell Meighen Centre,Men,270,270
11095,15/04/2017,15,The Salvation Army of Canada,Salvation Army - Maxwell Meighen,Toronto,S.A. Maxwell Meighen Centre,Men,10,10
11096,15/04/2017,15,The Scott Mission Inc.,Scott Mission Men's Ministry,Toronto,Scott Mission - 502 Spadina Ave,Men,19,19
11097,15/04/2017,15,The Scott Mission Inc.,Scott Mission Men's Ministry,Toronto,Scott Mission - 502 Spadina Ave,Men,52,53
11098,15/04/2017,15,Toronto Community Hostel,Toronto Community Hostel,Toronto,Tor. Comm. Hostel 191 Spadina Rd,Families,24,24
11099,15/04/2017,15,Turning Point Youth Services,Turning Point Youth Services,Toronto,Turning Point Youth Services,Youth,35,35
11100,15/04/2017,15,University Settlement,Univ Settlement House - OOTC,Toronto,U. Settlement OOTC-23 Grange Rd,Co-ed,75,75
11101,15/04/2017,15,University Settlement,Univ Settlement House - OOTC,Toronto,U. Settlement OOTC-23 Grange Rd,Co-ed,10,10
11102,15/04/2017,15,Woodgreen Red Door Family Shelter,Red Door Queen Street,Toronto,Red Door - 1430 Gerrad St E,Families,79,100
11103,15/04/2017,15,YMCA of Greater Toronto,YMCA House,Toronto,Yhouse - Vanauley,Youth,39,40
11104,15/04/2017,15,YMCA of Greater Toronto,YMCA Sprott House,Toronto,YMCA Sprott House Walmer Rd,Youth,25,25
11105,15/04/2017,15,YWCA Toronto,YWCA - Beatrice House,Toronto,YWCA - Beatrice House,Families,0,0
11106,15/04/2017,15,YWCA Toronto,YWCA - First Stop Woodlawn,Toronto,YWCA-80 Woodlawn Av. E.-Women,Women,28,28
11107,15/04/2017,15,YWCA Toronto,YWCA - First Stop Woodlawn,Toronto,YWCA-80 Woodlawn Ave. E.-Youth,Youth,27,28
11108,15/04/2017,15,Youth Without Shelter,Youth Without Shelter,Etobicoke,Youth w/o Shelter Emerg Shelter,Youth,32,33
11109,15/04/2017,15,Youth Without Shelter,Youth Without Shelter,Etobicoke,Youth w/o Shltr Transitional Res,Youth,20,20
11085,16/04/2017,16,Christie Ossington Neighbourhood Centre,Christie Ossington Men's Hostel,Toronto,Christie Ossington Men's Hostel,Men,63,63
11110,16/04/2017,16,COSTI Immigrant Services,COSTI Reception Centre,Toronto,COSTI Quality Suite (Singles),Co-ed,30,30
11111,16/04/2017,16,COSTI Immigrant Services,COSTI Reception Centre,Toronto,COSTI Quality Suites (Fam),Families,91,120
11112,16/04/2017,16,COSTI Immigrant Services,COSTI Reception Centre,Toronto,COSTI Reception Centre,Co-ed,16,16
11113,16/04/2017,16,Christie Ossington Neighbourhood Centre,Christie Ossington Men's Hostel,Toronto,Christie Ossington Men's Hostel,Men,15,17
11115,16/04/2017,16,Christie Ossington Neighbourhood Centre,Christie Ossington Men's Hostel,Toronto,Christie Ossington South Hostel,Men,30,30
11116,16/04/2017,16,"Christie Refugee Welcome Centre, Inc.",Christie Refugee Welcome Centre,Toronto,Christie Refugee Welcome Centre,Families,72,76
11117,16/04/2017,16,City of Toronto,Birchmount Residence,Toronto,Birchmount Res 1673 Kingston Rd,Men,53,60
11118,16/04/2017,16,City of Toronto,Birkdale Residence,Toronto,Birkdale Residence,Families,170,160
11119,16/04/2017,16,City of Toronto,Birkdale Residence,Toronto,Birkdale Residence Motel (Fam),Families,158,205
11120,16/04/2017,16,City of Toronto,Birkdale Residence,Toronto,Birkdale Residence Motel (Men's),Men,27,36
11121,16/04/2017,16,City of Toronto,Downsview Dells,Toronto,Downsview Dells 1651 Sheppard W,Men,20,28
11122,16/04/2017,16,City of Toronto,Family Residence,Toronto,Family Residence - AL site,Families,0,0
11123,16/04/2017,16,City of Toronto,Family Residence,Toronto,Family Residence - CoEd Building,Co-ed,8,40
11124,16/04/2017,16,City of Toronto,Family Residence,Toronto,Family Residence - GA Site,Families,0,0
11125,16/04/2017,16,City of Toronto,Family Residence,Toronto,Family Residence - ID Site,Families,0,0
11126,16/04/2017,16,City of Toronto,Family Residence,Toronto,Family Residence - LI Site,Families,202,252
11127,16/04/2017,16,City of Toronto,Family Residence,Toronto,Family Residence - MA Site,Families,57,48
11128,16/04/2017,16,City of Toronto,Family Residence,Toronto,Family Residence - Main Building,Families,141,110
11129,16/04/2017,16,City of Toronto,Family Residence,Toronto,Family Residence - Roycroft Site,Families,36,50
11130,16/04/2017,16,City of Toronto,Family Residence,Toronto,Family Residence - TO,Families,69,20
11131,16/04/2017,16,City of Toronto,Fort York Residence,Toronto,Fort York Res 38 Bathurst St.,Men,5,19
11132,16/04/2017,16,City of Toronto,Fort York Residence,Toronto,Fort York Res 38 Bathurst St.,Men,74,74
11133,16/04/2017,16,City of Toronto,Fort York Residence,Toronto,Fort York Res 38 Bathurst St.,Men,24,24
11134,16/04/2017,16,City of Toronto,Robertson House,Toronto,Robertson House,Families,102,90
11135,16/04/2017,16,City of Toronto,S2H Assessment and Referral Ctre,Toronto,COTA,Men,1,2
11136,16/04/2017,16,City of Toronto,S2H Assessment and Referral Ctre,Toronto,S2H Assessment and Referral Ctre,Co-ed,40,40
11137,16/04/2017,16,City of Toronto,Seaton House,Toronto,Seaton House - 339 George Street,Men,28,28
11138,16/04/2017,16,City of Toronto,Seaton House,Toronto,Seaton House - 339 George Street,Men,27,27
11139,16/04/2017,16,City of Toronto,Seaton House,Toronto,Seaton House - 339 George Street,Men,71,80
11140,16/04/2017,16,City of Toronto,Seaton House,Toronto,Seaton House - 339 George Street,Men,230,240
11141,16/04/2017,16,City of Toronto,Seaton House,Toronto,Seaton House - 339 George Street,Men,31,42
11143,16/04/2017,16,City of Toronto,Seaton House,Toronto,Seaton House - 339 George Street,Men,93,104
11144,16/04/2017,16,City of Toronto,Women's Residence,Toronto,Womens' Res - 63 Bellwoods Ave.,Women,9,10
11146,16/04/2017,16,City of Toronto,Women's Residence,Toronto,Womens' Res - 674 Dundas St. W,Women,5,13
11147,16/04/2017,16,City of Toronto,Women's Residence,Toronto,Womens' Res - 674 Dundas St. W,Women,99,103
11148,16/04/2017,16,Cornerstone Place,Cornerstone Place,Toronto,Cornerstone 616 Vaughan Rd.,Men,50,50
11149,16/04/2017,16,Covenant House Toronto,Covenant House,Toronto,Covenant House-20 Gerrard St. E.,Youth,0,2
11150,16/04/2017,16,Covenant House Toronto,Covenant House,Toronto,Covenant House-20 Gerrard St. E.,Youth,91,94
11151,16/04/2017,16,Covenant House Toronto,Covenant House,Toronto,Covenant House-21 McGill Street,Youth,24,28
11152,16/04/2017,16,Dixon Hall,Dixon Hall - Heyworth House,Toronto,Dixon Hall - Heyworth House,Co-ed,9,9
11153,16/04/2017,16,Dixon Hall,Dixon Hall - Heyworth House,Toronto,Dixon Hall - Heyworth House,Co-ed,74,74
11154,16/04/2017,16,Dixon Hall,Dixon Hall - Schoolhouse,Toronto,Dixon Hall-School House,Men,42,44
11155,16/04/2017,16,Eva's Initiatives,Eva's Phoenix,Toronto,Eva's Phoenix,Youth,49,50
11156,16/04/2017,16,Eva's Initiatives,Eva's Place,North York,Eva's Place,Youth,40,40
11157,16/04/2017,16,Eva's Initiatives,Eva's Satellite,North York,Eva's Satellite,Youth,32,32
11158,16/04/2017,16,Eva's Initiatives,Eva's Satellite,North York,Eva's Satellite,Youth,1,1
11159,16/04/2017,16,Fife House Foundation,Fife House Transitional Program,Toronto,Fife House - Denison Program,Co-ed,5,5
11160,16/04/2017,16,Fife House Foundation,Fife House Transitional Program,Toronto,Fife-Sherbourne Transitional Pgm,Co-ed,10,11
11161,16/04/2017,16,Fred Victor Centre,FV Women's Transition to Housing,Toronto,Fred Victor 389 Church Street,Women,23,23
11162,16/04/2017,16,Fred Victor Centre,FV Women's Transition to Housing,Toronto,Fred Victor T2H 386 Dundas St. E,Women,37,37
11163,16/04/2017,16,Fred Victor Centre,Fred Victor Women's Hostel,Toronto,FV Women's Hostel 86 Lombard,Women,3,4
11164,16/04/2017,16,Fred Victor Centre,Fred Victor Women's Hostel,Toronto,FV Women's Hostel 86 Lombard,Women,30,30
11165,16/04/2017,16,Fred Victor Centre,"Fred Victor, BUS",Toronto,Fred Victor BUS - 1161 Caledonia,Co-ed,10,10
11166,16/04/2017,16,Fred Victor Centre,"Fred Victor, BUS",Toronto,Fred Victor BUS - 1161 Caledonia,Co-ed,60,60
11167,16/04/2017,16,Good Shepherd Ministries,Good Shepherd Centre,Toronto,Barrett House,Men,5,5
11168,16/04/2017,16,Good Shepherd Ministries,Good Shepherd Centre,Toronto,Good Shepherd Centre,Men,70,70
11169,16/04/2017,16,Good Shepherd Ministries,Good Shepherd Centre,Toronto,Good Shepherd Centre,Men,22,25
11170,16/04/2017,16,Homes First Society,HFS - Kennedy Shelter,Toronto,HFS - 702 Kennedy Shelter,Women,58,60
11171,16/04/2017,16,Homes First Society,HFS - Savard's Womens' Shelter,Toronto,HFS - Savard's Womens' Shelter,Women,28,30
11172,16/04/2017,16,Homes First Society,HFS - Scarborough Shelter,Scarborough,HFS - Scarborough Shelter,Co-ed,67,67
11173,16/04/2017,16,Homes First Society,HFS - Strachan House,Toronto,HFS - Strachan House,Co-ed,4,5
11174,16/04/2017,16,Street Haven At The Crossroads,Street Haven,Toronto,Street Haven - 87 Pembroke St,Women,46,46
11175,16/04/2017,16,Homes First Society,HFS - Strachan House,Toronto,HFS - Strachan House,Co-ed,78,83
11176,16/04/2017,16,Horizon for Youth,Horizons for Youth,Toronto,Horizons for Youth,Youth,45,45
11177,16/04/2017,16,Kennedy House Youth Services,Kennedy House Youth shelter,Toronto,Kennedy House Youth Shelter,Youth,32,33
11178,16/04/2017,16,Na-Me-Res (Native Men's Residence),Na-Me-Res,Toronto,Na-Me-Res 14 Vaughan Road,Men,70,71
11179,16/04/2017,16,Na-Me-Res (Native Men's Residence),Na-Me-Res,Toronto,Sagatay 26 Vaughan Road,Men,20,20
11180,16/04/2017,16,Native Child & Family Services Toronto,Eagles Nest Transition House,Toronto,Eagle's Nest Transistion House,Youth,11,12
11181,16/04/2017,16,Second Base (Scarborough) Youth Shelter,Second Base Youth Shelter,Scarborough,Second Base Youth Shelter,Youth,0,0
11182,16/04/2017,16,Second Base (Scarborough) Youth Shelter,Second Base Youth Shelter,Scarborough,Second Base Youth Shelter,Youth,0,0
11183,16/04/2017,16,Society of St.Vincent De Paul,SVDP - Amelie House,Toronto,SVDP - Amelie House,Women,20,20
11184,16/04/2017,16,Society of St.Vincent De Paul,SVDP - Elisa House,Toronto,SVDP - Elisa House,Women,40,40
11185,16/04/2017,16,Society of St.Vincent De Paul,SVDP - Mary's Home,Toronto,SVDP - Mary's Home,Women,6,6
11186,16/04/2017,16,Society of St.Vincent De Paul,SVDP - Mary's Home,Toronto,SVDP - Mary's Home,Women,38,38
11187,16/04/2017,16,Society of St.Vincent De Paul,SVDP - St. Clare's Residence,Toronto,SVDP - St. Clare's Residence,Women,30,30
11188,16/04/2017,16,St. Simon's Shelter Inc.,St. Simon's Shelter,Toronto,St.Simon's 525 Bloor Street East,Men,5,5
11189,16/04/2017,16,St. Simon's Shelter Inc.,St. Simon's Shelter,Toronto,St.Simon's 525 Bloor Street East,Men,57,57
11190,16/04/2017,16,Street Haven At The Crossroads,Street Haven,Toronto,Street Haven - 87 Pembroke St,Women,4,4
11192,16/04/2017,16,The MUC Shelter Corporation,Sojourn House,Toronto,Sojourn House,Families,90,76
11193,16/04/2017,16,The MUC Shelter Corporation,Sojourn House,Toronto,Sojourn House(Singles),Co-ed,77,77
11194,16/04/2017,16,The MUC Shelter Corporation,Sojourn House - Queens Drive,Toronto,Sojourn House - Queens Drive,Men,36,36
11195,16/04/2017,16,The Salvation Army of Canada,Salvation Army - Evangeline Res,Toronto,S.A. Evangeline Residence,Women,9,9
11196,16/04/2017,16,The Salvation Army of Canada,Salvation Army - Evangeline Res,Toronto,S.A. Evangeline Residence,Women,90,90
11197,16/04/2017,16,The Salvation Army of Canada,Salvation Army - Florence Booth,Toronto,Florence Booth - 723 Queen St. W,Women,3,4
11198,16/04/2017,16,The Salvation Army of Canada,Salvation Army - Florence Booth,Toronto,Florence Booth - 723 Queen St. W,Women,60,60
11199,16/04/2017,16,The Salvation Army of Canada,Salvation Army - Gateway,Toronto,S.A. Gateway - 107 Jarvis Street,Men,12,12
11200,16/04/2017,16,The Salvation Army of Canada,Salvation Army - Gateway,Toronto,S.A. Gateway - 107 Jarvis Street,Men,108,108
11201,16/04/2017,16,The Salvation Army of Canada,Salvation Army - Hope,Toronto,S.A. Hope - 167 College St,Men,0,0
11202,16/04/2017,16,The Salvation Army of Canada,Salvation Army - Hope,Toronto,S.A. Hope - 167 College St,Men,0,0
11203,16/04/2017,16,The Salvation Army of Canada,Salvation Army - Maxwell Meighen,Toronto,S.A. Maxwell Meighen Centre,Men,45,45
11204,16/04/2017,16,The Salvation Army of Canada,Salvation Army - Maxwell Meighen,Toronto,S.A. Maxwell Meighen Centre,Men,18,18
11205,16/04/2017,16,The Salvation Army of Canada,Salvation Army - Maxwell Meighen,Toronto,S.A. Maxwell Meighen Centre,Men,269,270
11206,16/04/2017,16,The Salvation Army of Canada,Salvation Army - Maxwell Meighen,Toronto,S.A. Maxwell Meighen Centre,Men,10,10
11207,16/04/2017,16,The Scott Mission Inc.,Scott Mission Men's Ministry,Toronto,Scott Mission - 502 Spadina Ave,Men,19,19
11208,16/04/2017,16,The Scott Mission Inc.,Scott Mission Men's Ministry,Toronto,Scott Mission - 502 Spadina Ave,Men,53,53
11209,16/04/2017,16,Toronto Community Hostel,Toronto Community Hostel,Toronto,Tor. Comm. Hostel 191 Spadina Rd,Families,24,24
11210,16/04/2017,16,Turning Point Youth Services,Turning Point Youth Services,Toronto,Turning Point Youth Services,Youth,35,35
11211,16/04/2017,16,University Settlement,Univ Settlement House - OOTC,Toronto,U. Settlement OOTC-23 Grange Rd,Co-ed,75,75
11212,16/04/2017,16,University Settlement,Univ Settlement House - OOTC,Toronto,U. Settlement OOTC-23 Grange Rd,Co-ed,10,10
11213,16/04/2017,16,Woodgreen Red Door Family Shelter,Red Door Queen Street,Toronto,Red Door - 1430 Gerrad St E,Families,79,100
11214,16/04/2017,16,YMCA of Greater Toronto,YMCA House,Toronto,Yhouse - Vanauley,Youth,39,40
11215,16/04/2017,16,YMCA of Greater Toronto,YMCA Sprott House,Toronto,YMCA Sprott House Walmer Rd,Youth,25,25
11216,16/04/2017,16,YWCA Toronto,YWCA - Beatrice House,Toronto,YWCA - Beatrice House,Families,0,0
11217,16/04/2017,16,YWCA Toronto,YWCA - First Stop Woodlawn,Toronto,YWCA-80 Woodlawn Av. E.-Women,Women,28,28
11218,16/04/2017,16,YWCA Toronto,YWCA - First Stop Woodlawn,Toronto,YWCA-80 Woodlawn Ave. E.-Youth,Youth,26,28
11219,16/04/2017,16,Youth Without Shelter,Youth Without Shelter,Etobicoke,Youth w/o Shelter Emerg Shelter,Youth,33,33
11220,16/04/2017,16,Youth Without Shelter,Youth Without Shelter,Etobicoke,Youth w/o Shltr Transitional Res,Youth,20,20
10706,17/04/2017,16,Eva's Initiatives,Eva's Satellite,North York,Eva's Satellite,Youth,32,32
11114,17/04/2017,16,City of Toronto,Seaton House,Toronto,Seaton House - 339 George Street,Men,70,80
11145,17/04/2017,16,City of Toronto,Seaton House,Toronto,Seaton House - 339 George Street,Men,240,240
11221,17/04/2017,16,COSTI Immigrant Services,COSTI Reception Centre,Toronto,COSTI Quality Suite (Singles),Co-ed,30,30
11222,17/04/2017,16,COSTI Immigrant Services,COSTI Reception Centre,Toronto,COSTI Quality Suites (Fam),Families,91,120
11223,17/04/2017,16,COSTI Immigrant Services,COSTI Reception Centre,Toronto,COSTI Reception Centre,Co-ed,16,16
11224,17/04/2017,16,Christie Ossington Neighbourhood Centre,Christie Ossington Men's Hostel,Toronto,Christie Ossington Men's Hostel,Men,15,17
11225,17/04/2017,16,Christie Ossington Neighbourhood Centre,Christie Ossington Men's Hostel,Toronto,Christie Ossington Men's Hostel,Men,63,63
11226,17/04/2017,16,Christie Ossington Neighbourhood Centre,Christie Ossington Men's Hostel,Toronto,Christie Ossington South Hostel,Men,30,30
11227,17/04/2017,16,"Christie Refugee Welcome Centre, Inc.",Christie Refugee Welcome Centre,Toronto,Christie Refugee Welcome Centre,Families,71,76
11228,17/04/2017,16,City of Toronto,Birchmount Residence,Toronto,Birchmount Res 1673 Kingston Rd,Men,53,60
11229,17/04/2017,16,City of Toronto,Birkdale Residence,Toronto,Birkdale Residence,Families,166,160
11230,17/04/2017,16,City of Toronto,Birkdale Residence,Toronto,Birkdale Residence Motel (Fam),Families,158,205
11231,17/04/2017,16,City of Toronto,Birkdale Residence,Toronto,Birkdale Residence Motel (Men's),Men,27,36
11232,17/04/2017,16,City of Toronto,Downsview Dells,Toronto,Downsview Dells 1651 Sheppard W,Men,19,28
11233,17/04/2017,16,City of Toronto,Family Residence,Toronto,Family Residence - AL site,Families,0,0
11234,17/04/2017,16,Eva's Initiatives,Eva's Place,North York,Eva's Place,Youth,39,40
11235,17/04/2017,16,City of Toronto,Family Residence,Toronto,Family Residence - CoEd Building,Co-ed,8,40
11236,17/04/2017,16,City of Toronto,Family Residence,Toronto,Family Residence - GA Site,Families,0,0
11237,17/04/2017,16,City of Toronto,Family Residence,Toronto,Family Residence - ID Site,Families,0,0
11238,17/04/2017,16,City of Toronto,Family Residence,Toronto,Family Residence - LI Site,Families,199,252
11239,17/04/2017,16,City of Toronto,Family Residence,Toronto,Family Residence - MA Site,Families,55,48
11240,17/04/2017,16,City of Toronto,Family Residence,Toronto,Family Residence - Main Building,Families,139,110
11241,17/04/2017,16,City of Toronto,Family Residence,Toronto,Family Residence - Roycroft Site,Families,36,50
11242,17/04/2017,16,City of Toronto,Family Residence,Toronto,Family Residence - TO,Families,69,20
11243,17/04/2017,16,City of Toronto,Fort York Residence,Toronto,Fort York Res 38 Bathurst St.,Men,13,19
11244,17/04/2017,16,City of Toronto,Fort York Residence,Toronto,Fort York Res 38 Bathurst St.,Men,74,74
11245,17/04/2017,16,City of Toronto,Fort York Residence,Toronto,Fort York Res 38 Bathurst St.,Men,24,24
11246,17/04/2017,16,City of Toronto,Robertson House,Toronto,Robertson House,Families,107,90
11247,17/04/2017,16,City of Toronto,S2H Assessment and Referral Ctre,Toronto,COTA,Men,1,2
11248,17/04/2017,16,City of Toronto,S2H Assessment and Referral Ctre,Toronto,S2H Assessment and Referral Ctre,Co-ed,40,40
11249,17/04/2017,16,City of Toronto,Seaton House,Toronto,Seaton House - 339 George Street,Men,28,28
11250,17/04/2017,16,City of Toronto,Seaton House,Toronto,Seaton House - 339 George Street,Men,27,27
11251,17/04/2017,16,City of Toronto,Seaton House,Toronto,Seaton House - 339 George Street,Men,42,42
11252,17/04/2017,16,City of Toronto,Seaton House,Toronto,Seaton House - 339 George Street,Men,94,104
11253,17/04/2017,16,City of Toronto,Women's Residence,Toronto,Womens' Res - 63 Bellwoods Ave.,Women,9,10
11254,17/04/2017,16,City of Toronto,Women's Residence,Toronto,Womens' Res - 674 Dundas St. W,Women,5,13
11255,17/04/2017,16,City of Toronto,Women's Residence,Toronto,Womens' Res - 674 Dundas St. W,Women,103,103
11256,17/04/2017,16,Cornerstone Place,Cornerstone Place,Toronto,Cornerstone 616 Vaughan Rd.,Men,50,50
11257,17/04/2017,16,Covenant House Toronto,Covenant House,Toronto,Covenant House-20 Gerrard St. E.,Youth,0,2
11258,17/04/2017,16,Covenant House Toronto,Covenant House,Toronto,Covenant House-20 Gerrard St. E.,Youth,92,94
11259,17/04/2017,16,Covenant House Toronto,Covenant House,Toronto,Covenant House-21 McGill Street,Youth,24,28
11260,17/04/2017,16,Dixon Hall,Dixon Hall - Heyworth House,Toronto,Dixon Hall - Heyworth House,Co-ed,9,9
11261,17/04/2017,16,Dixon Hall,Dixon Hall - Heyworth House,Toronto,Dixon Hall - Heyworth House,Co-ed,74,74
11262,17/04/2017,16,Dixon Hall,Dixon Hall - Schoolhouse,Toronto,Dixon Hall-School House,Men,42,44
11263,17/04/2017,16,Eva's Initiatives,Eva's Phoenix,Toronto,Eva's Phoenix,Youth,50,50
11264,17/04/2017,16,Eva's Initiatives,Eva's Satellite,North York,Eva's Satellite,Youth,1,1
11265,17/04/2017,16,Fife House Foundation,Fife House Transitional Program,Toronto,Fife House - Denison Program,Co-ed,5,5
11267,17/04/2017,16,Fife House Foundation,Fife House Transitional Program,Toronto,Fife-Sherbourne Transitional Pgm,Co-ed,10,11
11268,17/04/2017,16,Fred Victor Centre,FV Women's Transition to Housing,Toronto,Fred Victor 389 Church Street,Women,23,23
11269,17/04/2017,16,Fred Victor Centre,FV Women's Transition to Housing,Toronto,Fred Victor T2H 386 Dundas St. E,Women,37,37
11270,17/04/2017,16,Fred Victor Centre,Fred Victor Women's Hostel,Toronto,FV Women's Hostel 86 Lombard,Women,3,4
11271,17/04/2017,16,Fred Victor Centre,Fred Victor Women's Hostel,Toronto,FV Women's Hostel 86 Lombard,Women,30,30
11272,17/04/2017,16,Fred Victor Centre,"Fred Victor, BUS",Toronto,Fred Victor BUS - 1161 Caledonia,Co-ed,10,10
11273,17/04/2017,16,Fred Victor Centre,"Fred Victor, BUS",Toronto,Fred Victor BUS - 1161 Caledonia,Co-ed,60,60
11274,17/04/2017,16,Good Shepherd Ministries,Good Shepherd Centre,Toronto,Barrett House,Men,5,5
11275,17/04/2017,16,Good Shepherd Ministries,Good Shepherd Centre,Toronto,Good Shepherd Centre,Men,70,70
11276,17/04/2017,16,Good Shepherd Ministries,Good Shepherd Centre,Toronto,Good Shepherd Centre,Men,24,25
11277,17/04/2017,16,Homes First Society,HFS - Kennedy Shelter,Toronto,HFS - 702 Kennedy Shelter,Women,58,60
11278,17/04/2017,16,Homes First Society,HFS - Savard's Womens' Shelter,Toronto,HFS - Savard's Womens' Shelter,Women,28,30
11279,17/04/2017,16,YWCA Toronto,YWCA - Beatrice House,Toronto,YWCA - Beatrice House,Families,0,0
11280,17/04/2017,16,Homes First Society,HFS - Scarborough Shelter,Scarborough,HFS - Scarborough Shelter,Co-ed,66,67
11281,17/04/2017,16,Homes First Society,HFS - Strachan House,Toronto,HFS - Strachan House,Co-ed,4,5
11282,17/04/2017,16,Homes First Society,HFS - Strachan House,Toronto,HFS - Strachan House,Co-ed,78,83
11283,17/04/2017,16,Horizon for Youth,Horizons for Youth,Toronto,Horizons for Youth,Youth,44,45
11284,17/04/2017,16,Kennedy House Youth Services,Kennedy House Youth shelter,Toronto,Kennedy House Youth Shelter,Youth,33,33
11285,17/04/2017,16,Na-Me-Res (Native Men's Residence),Na-Me-Res,Toronto,Na-Me-Res 14 Vaughan Road,Men,69,71
11286,17/04/2017,16,Na-Me-Res (Native Men's Residence),Na-Me-Res,Toronto,Sagatay 26 Vaughan Road,Men,20,20
